Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank,wrdiff
Kennen,41.46,-4.77,44.34,1.50,0.96,-4.0,-1.3888888888888877,top lane,3989,IRON,-2.8800000000000026
Yorick,47.72,-6.68,44.34,5.25,15.70,21.0,6.213017751479298,top lane,13924,IRON,3.3799999999999955
Hwei,43.48,-6.0,44.34,2.24,0.95,-2.0,-2.3255813953488196,middle lane,5932,IRON,-0.8600000000000065
Taric,45.91,-8.23,44.34,0.78,0.23,1.0,0.6369426751592384,support lane,2076,IRON,1.5699999999999932
Quinn,41.11,-5.13,44.34,1.32,1.18,-4.0,-1.2383900928792555,top lane,3493,IRON,-3.230000000000004
Gragas,41.09,-3.59,44.34,1.17,0.26,-4.0,-1.2307692307692308,top lane,3093,IRON,-3.25
Fizz,44.98,-6.21,44.34,5.17,11.81,4.0,6.250000000000064,middle lane,13694,IRON,0.6399999999999935
Alistar,43.11,-4.9,44.34,1.53,0.75,-2.0,-1.6260162601625963,support lane,4062,IRON,-1.230000000000004
Cho'Gath,44.29,-5.58,44.34,3.20,1.60,0.0,0.0,top lane,8489,IRON,-0.05000000000000426
Kassadin,39.45,-7.94,44.34,0.73,0.45,-4.0,-0.8179959100204498,middle lane,1929,IRON,-4.890000000000001
Veigar,46.31,-7.3,44.34,9.09,7.70,19.0,9.644670050761427,middle lane,24082,IRON,1.9699999999999989
Malzahar,47.0,-5.37,44.34,6.49,18.38,21.0,7.8947368421052735,middle lane,17214,IRON,2.6599999999999966
Illaoi,47.27,-5.82,44.34,5.97,16.81,21.0,7.167235494880547,top lane,15824,IRON,2.9299999999999997
Renata Glasc,44.72,-4.11,44.34,0.57,0.15,0.0,0.0,support lane,1514,IRON,0.37999999999999545
Renekton,44.35,-5.45,44.34,4.61,2.93,0.0,0.0,top lane,12228,IRON,0.00999999999999801
Morgana,46.12,-5.43,44.34,12.33,23.08,29.0,16.29213483146073,support lane,32674,IRON,1.779999999999994
K'Sante,39.63,-5.96,44.34,1.89,0.88,-9.0,-1.9108280254777066,top lane,5022,IRON,-4.710000000000001
Trundle,44.83,-5.72,44.34,2.34,1.11,1.0,2.0408163265306336,top lane,6194,IRON,0.4899999999999949
Mordekaiser,45.53,-6.34,44.34,13.72,18.38,20.0,16.806722689075663,top lane,36372,IRON,1.1899999999999977
Vex,43.99,-4.58,44.34,5.93,5.08,-2.0,-5.714285714285691,middle lane,15720,IRON,-0.3500000000000014
Annie,41.21,-4.93,44.34,1.93,1.02,-6.0,-1.9169329073482413,middle lane,5108,IRON,-3.1300000000000026
Tahm Kench,45.53,-6.92,44.34,4.15,6.10,5.0,4.201680672268916,support lane,10994,IRON,1.1899999999999977
Azir,39.1,-5.28,44.34,1.35,0.61,-7.0,-1.3358778625954193,middle lane,3573,IRON,-5.240000000000002
Mel,42.89,-4.83,44.34,8.25,42.16,-21.0,-14.482758620689626,support lane,21857,IRON,-1.4500000000000028
Gnar,40.88,-7.35,44.34,1.93,0.59,-7.0,-2.0231213872832363,top lane,5113,IRON,-3.460000000000001
Yuumi,32.11,0.06,44.34,7.54,2.59,-95.0,-7.767784137367127,support lane,19973,IRON,-12.230000000000004
